filename,dut,dut_version,os_version,config,test_case_id,suite,run_date,execution_duration,failure_freq_suite,failure_freq_dut,recent_failure_flag,error_msg,cluster,root_cause_label,keywords,label
tc_conf_sip_dtg_008_20250902-180153.log,xlite,1.1,Linux,x_lite,tc_conf_sip_dtg_008,sip,2025-09-02,33,26.0,6.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_smg_020_20241030-142339.log,Hirschmann,1.1,Linux,Ptp-oc_telecom_js,tc_conf_ptp-oc_smg_020,ptp-oc,2024-10-30,32,1115.0,21.0,0,"Script Error - can't read ""::ptp_pdelay_req_interval"": no such variable",-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mtg_007_20241016-153705.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-tc_mtg_007,ptp-tc,2024-10-16,50,363.0,103.0,0,This test case is only applicable for One Step clock,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mtg_017_20241104-144759.log,hirschmann_ieee_tag,1.2,Linux,ptp_oc_ieee_tag_hirschmann,tc_conf_ptp-oc_mtg_017,ptp-oc,2024-11-04,55,1115.0,32.0,1,DUT does not transmit DELAY _REQ message with   #,7,DUT Port / State Mismatch,"dut, not, does, port, message",FAIL
tc_conf_ptp-oc_mtg_002_20241021-192611.log,ptp-oc_default_ieee_multicast,1.0,Linux,ptp-oc_default_ieee_multicast,tc_conf_ptp-oc_mtg_002,ptp-oc,2024-10-21,57,1115.0,253.0,1,19:24:25.741 CLI: Stopping PTP: Failed,2,CLI / Command Execution Failure,"ptp, failed, cli, stopping, aborted",FAIL
tc_conf_ptp-bc_beg_001_20241010-154947.log,hirschman_defalut_profile,1.1,Linux,ptp_bc_hirschman,tc_conf_ptp-bc_beg_001,ptp-bc,2024-10-10,10,194.0,2.0,0,DUT does not transmit Announce message on port P1 1/5,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mtg_009_20241021-124234.log,hirschman,1.1,Linux,ptp-oc_default_profile,tc_conf_ptp-oc_mtg_009,ptp-oc,2024-10-21,20,1115.0,40.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_010_20241111-101428.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-11,36,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_sctp_dfg_001_20241121-150533.log,Kamailio,1.3,Linux,sctp_kamailio_2,tc_conf_sctp_dfg_001,sctp,2024-11-21,24,41.0,46.0,0,DUT has not sent SCTP DATA Chunk (SIP INVITE    #,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_010_20241209-204815.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-12-09,52,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_012_20241122-150623.log,Kamailio,1.0,Linux,dtmf_check_ss,tc_conf_dtmf_hvg_012,dtmf,2024-11-22,27,46.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mfg_001_20241013-155913.log,ptp-tc_hirshman_ieee_tag__2step,1.2,Linux,ptp-tc_hirschman_ieee_tag__2step,tc_conf_ptp-tc_mfg_001,ptp-tc,2024-10-13,16,363.0,68.0,1,DUT does not transmit PDELAY_REQ message on port P1 1/5 with expected parameters,0,Interface / Port Mismatch,"dut, does, not, transmit, message",FAIL
tc_conf_ptp-bc_beg_005_20241015-163346.log,hirshman_ieee_mul_untag_two_step,1.2,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_beg_005,ptp-bc,2024-10-15,41,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_012_20241101-171747.log,hirchmann_udp_def_mul_untag,1.2,Linux,ptp_oc_hir_udp_mul_untag_def,tc_conf_ptp-oc_mfg_012,ptp-oc,2024-11-01,48,1115.0,46.0,0,This test case is only applicable for transport type IEEE 802.3,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mfg_017_20241021-132004.log,hirschman,1.0,Linux,ptp-oc_default_profile,tc_conf_ptp-oc_mfg_017,ptp-oc,2024-10-21,17,1115.0,40.0,0,"Script Error - can't read ""::ptp_delay_req_interval"": no such variable",-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mfg_018_20241105-170850.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_018,ptp-oc,2024-11-05,11,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_ptp-tc_mhg_011_20241014-134558.log,ptp-tc_hirshman_ieee_untag_2step,1.1,Linux,ptp-tc_hirshman_ieee_untag_2step,tc_conf_ptp-tc_mhg_011,ptp-tc,2024-10-14,39,363.0,16.0,0,DUT does not transmit PDELAY_REQ message on     #,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_pcg_014_20241015-151902.log,hirshman_ieee_mul_untag_one_step,1.1,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_pcg_014,ptp-bc,2024-10-15,42,194.0,91.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_010_20241204-164946.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-12-04,41,46.0,105.0,0,DTMF RTP session packets are not received on TEE.,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_beg_009_20250108-210826.log,Hirschmann,1.1,Linux,ptp_bc_sample,tc_conf_ptp-bc_beg_009,ptp-bc,2025-01-08,25,194.0,21.0,0,This test case is only applicable for Telecom Profile ITU-T G.8275.1/Y.1369.1,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_pcg_004_20241017-125524.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-tc_pcg_004,ptp-tc,2024-10-17,50,363.0,103.0,1,DUT transmits PDELAY REQ messages with two step #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_ptp-oc_pcg_012_20241105-125617.log,hirschmann_ieee_untag_slaveonly,1.1,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_pcg_012,ptp-oc,2024-11-05,20,1115.0,234.0,1,DUT has not configured with  priority2 value  as 0,6,DUT Configuration Value Error,"dut, not, has, configured, value",FAIL
tc_conf_ptp-oc_mhg_008_20241104-132340.log,hirschmann_ieee_untag,1.2,Linux,ptp_oc_ieee_untag_hirschmann,tc_conf_ptp-oc_mhg_008,ptp-oc,2024-11-04,55,1115.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_pcg_004_20241014-150054.log,hirshman_ieee_mul_untag_one_step,1.4,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_pcg_004,ptp-bc,2024-10-14,59,194.0,91.0,0,This test case is only applicable for Unicast Mode,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mtg_004_20241014-122819.log,ptp-tc_hirshman_ieee_tag__2step,1.2,Linux,ptp-tc_hirschman_ieee_tag__2step,tc_conf_ptp-tc_mtg_004,ptp-tc,2024-10-14,48,363.0,68.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mfg_005_20241013-160518.log,ptp-tc_hirshman_ieee_tag__2step,1.2,Linux,ptp-tc_hirschman_ieee_tag__2step,tc_conf_ptp-tc_mfg_005,ptp-tc,2024-10-13,20,363.0,68.0,1,DUT does not transmit PDELAY_RESP message on    #,4,PTP Transmission / PDELAY_RESP Failure,"dut, does, not, transmit, message",FAIL
tc_conf_ptp-oc_mtg_019_20241108-102832.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-bc_mtg_019,ptp-oc,2024-11-08,54,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_ptp-oc_pcg_002_20241104-161234.log,hirschmann_ieee_untag,1.1,Linux,ptp_oc_ieee_untag_1step,tc_conf_ptp-oc_pcg_002,ptp-oc,2024-11-04,57,1115.0,105.0,1,DUT has not configured Domain Number as 0       #,6,DUT Configuration Value Error,"dut, not, has, configured, value",FAIL
tc_conf_udp_hvg_003_20240927-095839.log,Dinstar,1.1,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,udp,2024-09-27,34,81.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_v6bgp4_mbgp_001_20241016-142409.log,cisco,1.1,Linux,v6bpg4_test,tc_conf_v6bgp4_mbgp_001,v6bgp4,2024-10-16,37,9.0,45.0,0,Could not configure DUT for Testsetup 1,-1,Normal,No keywords,ABORT
tc_conf_dtmf_pvg_008_20241205-135540.log,Asterisk,1.0,Linux,dtmf_check_pbx,tc_conf_dtmf_pvg_008,dtmf,2024-12-05,58,46.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ipv4_ihg_022_20240723-151256.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,ipv4,2024-07-23,36,36.0,45.0,0,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such variable",-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_mfg_012_20241015-163712.log,hirshman_ieee_mul_untag_two_step,1.3,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_mfg_012,ptp-bc,2024-10-15,29,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mhg_001_20241017-124824.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-tc_mhg_001,ptp-tc,2024-10-17,57,363.0,103.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_018_20241105-170850.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_018,ptp-oc,2024-11-05,20,1115.0,319.0,0,Unicast Pre Requisite Failed - Unable to        #,-1,Normal,No keywords,ABORT
tc_conf_sip_uag_002_20240925-130258.log,Asterisk,1.6,Linux,dtmf_test,tc_conf_sip_uag_002,sip,2024-09-25,42,26.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mhg_004_20241105-115314.log,hirschmann_ieee_untag_slaveonly,1.2,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_mhg_004,ptp-oc,2024-11-05,34,1115.0,234.0,1,or test result may be in correct.,3,Test Result / Validation Issue,"test, result, may, correct",FAIL
tc_conf_rtp_hvg_009_20241105-102351.log,Dinstar,1.5,Linux,dtmf_check_mgw,tc_conf_rtp_hvg_009,rtp,2024-11-05,53,2.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_smg_013_20241105-121842.log,hirschmann_ieee_untag_slaveonly,1.2,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_smg_013,ptp-oc,2024-11-05,19,1115.0,234.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_pvg_005_20241112-143018.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_pvg_005,dtmf,2024-11-12,50,46.0,105.0,0,DTMF RTP session packets are not received on TEE.,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mtg_014_20241105-120156.log,hirschmann_ieee_untag_slaveonly,1.1,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_mtg_014,ptp-oc,2024-11-05,51,1115.0,234.0,1,or test result may be in correct.,3,Test Result / Validation Issue,"test, result, may, correct",FAIL
tc_conf_udp_hvg_003_20240930-133343.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,udp,2024-09-30,30,81.0,105.0,0,Could not dial the user extension 101 from      #,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_smg_014_20241016-145408.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_smg_014,ptp-bc,2024-10-16,17,194.0,103.0,0,DUT port P1 is not in Master state.,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_009_20241107-174246.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_009,dtmf,2024-11-07,14,46.0,105.0,1,"Marker bit is set as ""True"" for segments other than first segment.",5,Bit / Marker Configuration Error,"test, case, not, aborted, bit",FAIL
tc_conf_ptp-oc_pcg_011_20241105-132935.log,hirschmann_ieee_untag_slaveonly,1.1,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_pcg_011,ptp-oc,2024-11-05,16,1115.0,234.0,0,"Script Error - can't read ""priority_1"": no such variable",-1,Normal,No keywords,ABORT
tc_conf_sctp_hvg_001_20241202-172759.log,Kamailio,1.2,Linux,sctp_kamailio_3,tc_conf_sctp_hvg_001,sctp,2024-12-02,58,41.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_sctp_pmg_001_20241121-150807.log,Kamailio,1.3,Linux,sctp_kamailio_2,tc_conf_sctp_pmg_001,sctp,2024-11-21,52,41.0,46.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_011_20241210-170134.log,Asterisk,1.1,Linux,dtmf_check_pbx,tc_conf_dtmf_hvg_011,dtmf,2024-12-10,53,46.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_beg_003_20241010-174824.log,hirschman_defalut_profile,1.3,Linux,ptp_bc_hirschman,tc_conf_ptp-bc_beg_003,ptp-bc,2024-10-10,47,194.0,2.0,0,DUT does not transmit Announce message on port  #,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mfg_016_20241012-182016.log,Hirscman_ptp-oc_default_profile,1.1,Linux,ptp_hirschman_oc_default,tc_conf_ptp-oc_mfg_016,ptp-oc,2024-10-12,45,1115.0,43.0,0,This test case is only applicable for transport type UDP/IPv4,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_mtg_012_20241014-150133.log,hirshman_ieee_mul_untag_one_step,1.2,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_mtg_012,ptp-bc,2024-10-14,32,194.0,91.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_beg_003_20241010-171723.log,hirschman_defalut_profile,1.3,Linux,ptp_bc_hirschman,tc_conf_ptp-bc_beg_003,ptp-bc,2024-10-10,42,194.0,2.0,0,DUT does not transmit Announce message on port  #,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mhg_008_20241104-143114.log,hirschmann_ieee_tag,1.2,Linux,ptp_oc_ieee_tag_hirschmann,tc_conf_ptp-oc_mhg_008,ptp-oc,2024-11-04,43,1115.0,32.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_mtg_015_20241015-171047.log,hirshman_udp_mul_untag,1.3,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_mtg_015,ptp-bc,2024-10-15,15,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_smg_003_20241104-134756.log,hirschmann_ieee_untag,1.1,Linux,ptp_oc_ieee_untag_hirschmann,tc_conf_ptp-oc_smg_003,ptp-oc,2024-11-04,16,1115.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_010_20241126-160831.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-26,26,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_mhg_004_20241016-151455.log,ptp-tc_hirschman_pp2_tag_2step,1.2,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-bc_mhg_004,ptp-bc,2024-10-16,53,194.0,103.0,0,DUT does not transmit Announce message on port  #,-1,Normal,No keywords,ABORT
tc_conf_dtmf_dtg_001_20241121-125948.log,Asterisk,1.2,Linux,dtmf_e1t1_pbx,tc_conf_dtmf_dtg_001,dtmf,2024-11-21,33,46.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_001_20241120-150526.log,Dinstar,1.3,Linux,copy_of_dtmf_check_mgw,tc_conf_dtmf_hvg_001,dtmf,2024-11-20,25,46.0,105.0,0,DTMF RTP session packets are not received on TEE.,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_mtg_003_20241021-192810.log,ptp-oc_default_ieee_multicast,1.0,Linux,ptp-oc_default_ieee_multicast,tc_conf_ptp-oc_mtg_003,ptp-oc,2024-10-21,34,1115.0,253.0,1,19:26:41.828 CLI: Stopping PTP: Failed,2,CLI / Command Execution Failure,"ptp, failed, cli, stopping, aborted",FAIL
tc_conf_ptp-oc_mtg_008_20241104-160702.log,hirschmann_ieee_untag,1.2,Linux,ptp_oc_ieee_untag_1step,tc_conf_ptp-oc_mtg_008,ptp-oc,2024-11-04,21,1115.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_017_20241107-124605.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_017,ptp-oc,2024-11-07,49,1115.0,319.0,1,DUT does not transmit delay request message on port P1 ens12 with expected parameters,7,DUT Port / State Mismatch,"dut, not, does, port, message",FAIL
tc_conf_ptp-oc_pcg_012_20241105-125325.log,hirschmann_ieee_untag_slaveonly,1.1,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_pcg_012,ptp-oc,2024-11-05,25,1115.0,234.0,1,or test result may be in correct.,3,Test Result / Validation Issue,"test, result, may, correct",FAIL
tc_conf_udp_hvg_003_20240930-164139.log,Dinstar,1.2,Linux,copy_of_dtmf_test_mgw,tc_conf_udp_hvg_003,udp,2024-09-30,58,81.0,105.0,1,to establish and end the call. INVITE 180 200 ACK,5,Bit / Marker Configuration Error,"test, case, not, aborted, bit",FAIL
tc_conf_rtp_hvg_009_20240906-145502.log,Asterisk,1.5,Linux,dtmf_mgw,tc_conf_rtp_hvg_009,rtp,2024-09-06,24,2.0,31.0,0,Could not establish the call with the user 101. #,-1,Normal,No keywords,ABORT
tc_conf_ipv4_gbg_005_20241129-002725.log,Cisco_2811,1.2,Linux,ipv6_cisco_test,tc_conf_ipv4_gbg_005,ipv4,2024-11-29,27,36.0,5.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_mhg_003_20241014-135706.log,ptp-tc_hirshman_ieee_untag_2step,1.2,Linux,ptp-tc_hirshman_ieee_untag_2step,tc_conf_ptp-tc_mhg_003,ptp-tc,2024-10-14,47,363.0,16.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_pcg_011_20241105-132830.log,hirschmann_ieee_untag_slaveonly,1.1,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_pcg_011,ptp-oc,2024-11-05,22,1115.0,234.0,1,or test result may be in correct.,3,Test Result / Validation Issue,"test, result, may, correct",FAIL
tc_conf_dtmf_hvg_009_20241113-185042.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_009,dtmf,2024-11-13,48,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_smg_021_20241015-151426.log,hirshman_ieee_mul_untag_one_step,1.1,Linux,ptp_bc_hirshman_ieee_mul_untag_one_step,tc_conf_ptp-bc_smg_021,ptp-bc,2024-10-15,43,194.0,91.0,0,This test case is only applicable for Telecom Profile ITU-T G.8275.1/Y.1369.1,-1,Normal,No keywords,ABORT
tc_conf_rtp_hvg_009_20241030-153135.log,Dinstar,1.5,Linux,dtmf_check_mgw,tc_conf_rtp_hvg_009,rtp,2024-10-30,13,2.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ipv4_ihg_022_20240727-145015.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_005.tcl,ipv4,2024-07-27,11,36.0,45.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-tc_pcg_001_20241017-171848.log,ptp-tc_hirschman_pp2_tag_2step,1.1,Linux,ptp-tc_hirschman_pp2_tag_2step,tc_conf_ptp-tc_pcg_001,ptp-tc,2024-10-17,33,363.0,103.0,1,for command: ptp v2tc primary-domain 256,9,PTP Command / Domain Configuration Error,"command, ptp, v2bc, v2tc, 256",FAIL
tc_conf_ptp-bc_mhg_006_20241015-175751.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_mhg_006,ptp-bc,2024-10-15,23,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_009_20241205-121537.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_009,dtmf,2024-12-05,53,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_beg_002_20241010-171614.log,hirschman_defalut_profile,1.2,Linux,ptp_bc_hirschman,tc_conf_ptp-bc_beg_002,ptp-bc,2024-10-10,47,194.0,2.0,0,DUT does not transmit Announce message on port  #,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mhg_011_20241014-112037.log,ptp-tc_hirshman_ieee_tag__2step,1.1,Linux,ptp-tc_hirschman_ieee_tag__2step,tc_conf_ptp-tc_mhg_011,ptp-tc,2024-10-14,42,363.0,68.0,0,DUT does not transmit PDELAY_REQ message on port P2 1/6,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mtg_005_20241015-135828.log,ptp-tc_hirshman_udp_unicast_untag_2step,1.2,Linux,ptp-tc_hirshman_udp_unicast_untag_2step,tc_conf_ptp-tc_mtg_005,ptp-tc,2024-10-15,41,363.0,91.0,0,Unicast Pre Requisite Failed - Unable to        #,-1,Normal,No keywords,ABORT
tc_conf_dtmf_hvg_010_20241126-155431.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_010,dtmf,2024-11-26,37,46.0,105.0,0,DTMF RTP session packets are not received on TEE.,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_smg_017_20241105-122107.log,hirschmann_ieee_untag_slaveonly,1.2,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_smg_017,ptp-oc,2024-11-05,25,1115.0,234.0,1,or test result may be in correct.,3,Test Result / Validation Issue,"test, result, may, correct",FAIL
tc_conf_ptp-tc_pcg_001_20241014-125905.log,ptp-tc_hirshman_ieee_tag__2step,1.1,Linux,ptp-tc_hirschman_ieee_tag__2step,tc_conf_ptp-tc_pcg_001,ptp-tc,2024-10-14,46,363.0,68.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_018_20241105-174733.log,Hirsch_Oc_teleco_Linux_simulation,1.1,Linux,ptp_oc_telecom_linux_simulation,tc_conf_ptp-oc_mfg_018,ptp-oc,2024-11-05,11,1115.0,319.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_dtmf_dtg_002_20241023-165002.log,Asterisk,1.0,Linux,udp_check_pbx,tc_conf_dtmf_dtg_002,dtmf,2024-10-23,33,46.0,31.0,0,User registration could not be completed at DUT.#,-1,Normal,No keywords,ABORT
tc_conf_v6bgp4_mbgp_001_20241016-141208.log,cisco,1.1,Linux,v6bpg4_test,tc_conf_v6bgp4_mbgp_001,v6bgp4,2024-10-16,35,9.0,45.0,0,Could not configure DUT for Testsetup 1,-1,Normal,No keywords,ABORT
tc_conf_dtmf_pvg_005_20241112-130449.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_pvg_005,dtmf,2024-11-12,26,46.0,105.0,0,DTMF RTP session packets are not received on TEE##                .                                               #,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_beg_001_20241111-125245.log,Kamailio_RTP,1.1,Linux,Kamailio_RTP,tc_conf_ptp-bc_beg_001,ptp-bc,2024-11-11,29,194.0,2.0,1,with error - Capture id does not exist,1,Capture / ID Handling Error,"capture, does, not, exist",FAIL
tc_conf_dtmf_hvg_008_20241118-131042.log,Dinstar,1.1,Linux,dtmf_check_mgw,tc_conf_dtmf_hvg_008,dtmf,2024-11-18,45,46.0,105.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_dtmf_hvg_011_20241122-131705.log,Asterisk,1.0,Linux,dtmf_check_pbx,tc_conf_dtmf_hvg_011,dtmf,2024-11-22,42,46.0,31.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_mhg_011_20241015-164342.log,hirshman_ieee_mul_untag_two_step,1.1,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_mhg_011,ptp-bc,2024-10-15,10,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-oc_mfg_012_20241105-114839.log,hirschmann_ieee_untag_slaveonly,1.2,Linux,ptp_oc_ieee_untag_slave_only,tc_conf_ptp-oc_mfg_012,ptp-oc,2024-11-05,11,1115.0,234.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_smg_017_20241014-151734.log,hirshman_ieee_mul_untag_one_step,1.3,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_smg_017,ptp-bc,2024-10-14,44,194.0,91.0,0,DUT PTP port P1 is not in FAULTY state. .       #,-1,Normal,No keywords,ABORT
tc_conf_ptp-oc_pcg_015_20241021-183356.log,ptp-oc_default_ieee_multicast,1.0,Linux,ptp-oc_default_ieee_multicast,tc_conf_ptp-oc_pcg_015,ptp-oc,2024-10-21,40,1115.0,253.0,1,DUT transmits SYNC message with Sync Interval set as -2,7,DUT Port / State Mismatch,"dut, not, does, port, message",FAIL
tc_conf_ptp-oc_smg_007_20241107-085703.log,Hirschmann_telecom,1.3,Linux,Ptp-oc_telecom_js,tc_conf_ptp-oc_smg_007,ptp-oc,2024-11-07,39,1115.0,10.0,0,This test case is only applicable for Default Profile,-1,Normal,No keywords,ABORT
tc_conf_ptp-bc_mhg_023_20241014-150253.log,hirshman_ieee_mul_untag_one_step,1.1,Linux,ptp_bc_hirshman_ieee_mul_tag_two_step,tc_conf_ptp-bc_mhg_023,ptp-bc,2024-10-14,33,194.0,91.0,0,This test case is only applicable for Telecom Profile ITU-T G.8275.2/Y.1369.2,-1,Normal,No keywords,ABORT
tc_conf_ptp-tc_mtg_001_20241015-134038.log,Hirschman_udp_mul_2step_untag_tc,1.2,Linux,ptp-tc_hirshman_udp_mul_untag_2step,tc_conf_ptp-tc_mtg_001,ptp-tc,2024-10-15,58,363.0,18.0,1,for command: ip address 192.168.7.5 255.255.255.0,9,PTP Command / Domain Configuration Error,"command, ptp, v2bc, v2tc, 256",FAIL
tc_conf_ptp-bc_smg_010_20241015-172745.log,hirshman_udp_mul_untag,1.2,Linux,ptp_bc_hirschman_udp_mult_untag,tc_conf_ptp-bc_smg_010,ptp-bc,2024-10-15,18,194.0,24.0,0,No Error,-1,Normal,No keywords,PASS
tc_conf_ptp-bc_mtg_014_20241015-155339.log,hirshman_ieee_mul_untag_two_step,1.3,Linux,ptp-bc_hirshman_ieee_mul_untag_2step,tc_conf_ptp-bc_mtg_014,ptp-bc,2024-10-15,45,194.0,24.0,0,DUT does not transmit PDELAY_RESP message on    #,-1,Normal,No keywords,ABORT
